num,date_time,전력사용량(kWh),기온(°C),풍속(m/s),습도(%),강수량(mm),일조(hr),비전기냉방설비운영,태양광보유
1,2020-06-17 23,8544.528,21.7,2,62,0,0,0,0
1,2020-06-18 00,8551.008,21.5,1.9,61,0,0,0,0
1,2020-06-18 01,8526.384,21.1,2,64,0,0,0,0
1,2020-06-18 02,8488.152,20.8,0.6,65,0,0,0,0
1,2020-06-18 03,8483.616,20.8,0.8,66,0,0,0,0
1,2020-06-18 04,8474.544,20.6,0.9,69,0,0,0,0
1,2020-06-18 05,8448.624,20.5,1.6,70,0,0,0,0
1,2020-06-18 06,8444.088,20.3,1.4,69,0,0,0,0
1,2020-06-18 07,8471.304,20.5,1.8,72,0,0,0,0
1,2020-06-18 08,8494.632,21.1,0.9,69,0,0,0,0
1,2020-06-18 09,8564.616,21.9,0.9,66,0,0,0,0
1,2020-06-18 10,8576.928,22.7,0.7,64,0,0,0,0
1,2020-06-18 11,8581.464,23.9,1.9,57,0,0,0,0
1,2020-06-18 12,8579.52,24.4,2,56,0,0,0,0
1,2020-06-18 13,8594.424,25.5,1.4,53,0,0.1,0,0
1,2020-06-18 14,8600.256,26.6,1.6,49,0,0,0,0
1,2020-06-18 15,8598.96,26.8,1.8,49,0,0,0,0
1,2020-06-18 16,8567.856,27.2,2,47,0,0,0,0
1,2020-06-18 17,8579.52,26.8,2.2,51,0,0,0,0
1,2020-06-18 18,8559.432,26.2,1.4,53,0,0,0,0
1,2020-06-18 19,8572.392,25,2.6,62,0,0,0,0
1,2020-06-18 20,8569.8,24.2,1.4,64,0,0,0,0
1,2020-06-18 21,8575.632,24.1,1.2,64,0,0,0,0
1,2020-06-18 22,8562.024,23.6,2.4,63,0,0,0,0
1,2020-06-18 23,8552.952,23.3,2,66,0,0,0,0
1,2020-06-19 00,8573.688,23,1.7,68,0,0,0,0
1,2020-06-19 01,8545.176,22.5,3.6,69,0,0,0,0
1,2020-06-19 02,8526.384,22,3.2,70,0,0,0,0
1,2020-06-19 03,8519.904,21.8,2.4,70,0,0,0,0
1,2020-06-19 04,8506.296,21.7,2.4,69,0,0,0,0
1,2020-06-19 05,8466.12,21.4,1.6,69,0,0,0,0
1,2020-06-19 06,8468.712,21.3,1.1,70,0,0,0,0
1,2020-06-19 07,8473.896,21.1,0.8,73,0,0,0,0
1,2020-06-19 08,8512.128,21.4,1.6,73,0.1,0,0,0
1,2020-06-19 09,8551.656,22.2,2,69,0,0,0,0
1,2020-06-19 10,8577.576,25,2.7,60,0,0.6,0,0
1,2020-06-19 11,8584.056,26.1,1.9,56,0,0.7,0,0
1,2020-06-19 12,8586.648,27.6,1.5,50,0,1,0,0
1,2020-06-19 13,8571.096,29.1,2,49,0,0.6,0,0
1,2020-06-19 14,8619.696,28.6,2,50,0,0.2,0,0
1,2020-06-19 15,8613.216,29.4,2.5,48,0,0.5,0,0
1,2020-06-19 16,8613.216,29.7,1.6,47,0,0.3,0,0
1,2020-06-19 17,8601.552,29.3,1.7,48,0,0.2,0,0
1,2020-06-19 18,8584.704,29.2,2.6,49,0,0.3,0,0
1,2020-06-19 19,8575.632,27.6,4,57,0,1,0,0
1,2020-06-19 20,8581.464,24.9,2.9,63,0,0.6,0,0
1,2020-06-19 21,8587.296,23.9,2.7,65,0,0,0,0
1,2020-06-19 22,8579.52,23.3,2,67,0,0,0,0
1,2020-06-19 23,8569.8,22.9,2.2,68,0,0,0,0
1,2020-06-20 00,8571.096,22.4,1.5,70,0,0,0,0
1,2020-06-20 01,8569.152,21.9,0.8,71,0,0,0,0
1,2020-06-20 02,8568.504,21.6,0.7,74,0,0,0,0
1,2020-06-20 03,8539.992,21.1,1.1,77,0,0,0,0
1,2020-06-20 04,8530.272,21,1,76,0,0,0,0
1,2020-06-20 05,8515.368,20.8,0.7,78,0,0,0,0
1,2020-06-20 06,8498.52,20.7,0.5,79,0,0,0,0
1,2020-06-20 07,8502.408,21.6,1.2,78,0,0.7,0,0
1,2020-06-20 08,8511.48,23.5,1.7,70,0,1,0,0
1,2020-06-20 09,8515.368,25.4,1.5,63,0,1,0,0
1,2020-06-20 10,8513.424,26.7,1.9,57,0,1,0,0
1,2020-06-20 11,8541.288,28,2.4,52,0,1,0,0
1,2020-06-20 12,8560.728,28.8,2.6,51,0,0.6,0,0
1,2020-06-20 13,8567.208,29.4,2.4,50,0,0.8,0,0
1,2020-06-20 14,8577.576,28.3,3.9,54,0,0.4,0,0
1,2020-06-20 15,8551.656,29.3,4,50,0,0.6,0,0
1,2020-06-20 16,8555.544,29.3,3.3,50,0,1,0,0
1,2020-06-20 17,8550.36,28.5,3.4,51,0,1,0,0
1,2020-06-20 18,8547.768,28.4,3.4,49,0,1,0,0
1,2020-06-20 19,8560.728,26.7,3.8,54,0,1,0,0
1,2020-06-20 20,8565.912,24.9,2.5,56,0,0.6,0,0
1,2020-06-20 21,8569.8,23.9,2.1,60,0,0,0,0
1,2020-06-20 22,8569.152,23,2.4,67,0,0,0,0
1,2020-06-20 23,8568.504,22.3,2.2,68,0,0,0,0
1,2020-06-21 00,8538.048,21.6,1.6,72,0,0,0,0
1,2020-06-21 01,8527.032,21.3,1.5,71,0,0,0,0
1,2020-06-21 02,8514.72,20.8,1,74,0,0,0,0
1,2020-06-21 03,8491.392,20.5,1.2,74,0,0,0,0
1,2020-06-21 04,8495.28,20.2,2.3,78,0,0,0,0
1,2020-06-21 05,8473.896,19.6,2.2,79,0,0,0,0
1,2020-06-21 06,8454.456,19.5,0.9,82,0,0,0,0
1,2020-06-21 07,8480.376,20.1,0.2,81,0,1,0,0
1,2020-06-21 08,8497.872,22.4,1.5,73,0,1,0,0
1,2020-06-21 09,8484.264,24.6,1,64,0,1,0,0
1,2020-06-21 10,8508.888,26.5,1.4,55,0,1,0,0
1,2020-06-21 11,8523.792,28.6,1.4,49,0,1,0,0
1,2020-06-21 12,8548.416,30.3,1.5,45,0,1,0,0
1,2020-06-21 13,8542.584,31.5,2.5,41,0,1,0,0
1,2020-06-21 14,8573.04,31.8,3.3,40,0,1,0,0
1,2020-06-21 15,8567.208,32.3,3.6,40,0,1,0,0
1,2020-06-21 16,8583.408,32,3.7,41,0,1,0,0
1,2020-06-21 17,8577.576,30.9,3.5,44,0,1,0,0
1,2020-06-21 18,8555.544,30.6,2.8,44,0,1,0,0
1,2020-06-21 19,8547.12,29.6,3.6,46,0,1,0,0
1,2020-06-21 20,8567.208,28.1,2.1,53,0,0.5,0,0
1,2020-06-21 21,8585.352,26.4,1.8,61,0,0,0,0
1,2020-06-21 22,8585.352,25.5,1.3,63,0,0,0,0
1,2020-06-21 23,8553.6,24.9,1.1,64,0,0,0,0
1,2020-06-22 00,8553.6,24.4,1.8,66,0,0,0,0
1,2020-06-22 01,8544.528,23.9,0.5,67,0,0,0,0
1,2020-06-22 02,8541.288,23.2,1.7,70,0,0,0,0
1,2020-06-22 03,8522.496,23,1.3,72,0,0,0,0
1,2020-06-22 04,8499.816,22.6,1,73,0,0,0,0
1,2020-06-22 05,8482.32,21.9,1.7,74,0,0,0,0
1,2020-06-22 06,8497.872,21.7,1.6,78,0,0,0,0
1,2020-06-22 07,8546.472,22.9,1,76,0,1,0,0
1,2020-06-22 08,8550.36,25.2,0.7,66,0,1,0,0
1,2020-06-22 09,8613.216,28.2,1.2,55,0,1,0,0
1,2020-06-22 10,8670.888,29.6,2,52,0,1,0,0
1,2020-06-22 11,8668.296,31,1.9,47,0,1,0,0
1,2020-06-22 12,8672.832,32.5,3,42,0,1,0,0
1,2020-06-22 13,8672.184,32.8,3.3,38,0,1,0,0
1,2020-06-22 14,8710.416,33.7,3.1,33,0,1,0,0
1,2020-06-22 15,8726.616,35.2,2.5,30,0,1,0,0
1,2020-06-22 16,8737.632,35.2,3.5,27,0,1,0,0
1,2020-06-22 17,8682.552,35,3.3,31,0,1,0,0
1,2020-06-22 18,8667,33.1,3.8,38,0,1,0,0
1,2020-06-22 19,8650.152,31.7,3.4,42,0,0.9,0,0
1,2020-06-22 20,8634.6,29.7,2.9,45,0,0.4,0,0
1,2020-06-22 21,8658.576,28.5,2.6,36,0,0,0,0
1,2020-06-22 22,8645.616,27.8,1.5,46,0,0,0,0
1,2020-06-22 23,8615.16,27.2,1.7,51,0,0,0,0
1,2020-06-23 00,8585.352,26.6,0.6,53,0,0,0,0
1,2020-06-23 01,8573.04,25.8,1.5,56,0,0,0,0
1,2020-06-23 02,8554.896,25.5,1.2,56,0,0,0,0
1,2020-06-23 03,8509.536,24.9,1.7,61,0,0,0,0
1,2020-06-23 04,8479.728,24.3,2.9,57,0,0,0,0
1,2020-06-23 05,8442.792,23.7,2,60,0,0,0,0
1,2020-06-23 06,8464.824,23.3,1.6,62,0,0,0,0
1,2020-06-23 07,8530.92,23.5,1.4,63,0,0.4,0,0
1,2020-06-23 08,8541.288,25.4,1.4,58,0,1,0,0
1,2020-06-23 09,8565.264,27.5,1.9,50,0,1,0,0
1,2020-06-23 10,8598.96,29.4,2.3,45,0,1,0,0
1,2020-06-23 11,8606.088,30.6,2.6,43,0,1,0,0
1,2020-06-23 12,8607.384,30.7,2.7,44,0,0.6,0,0
1,2020-06-23 13,8626.176,30.8,2.6,44,0,0.1,0,0
1,2020-06-23 14,8649.504,30.8,2.2,44,0,0,0,0
1,2020-06-23 15,8659.872,30.2,2.8,48,0,0,0,0
1,2020-06-23 16,8660.52,30.1,3.2,50,0,0,0,0
1,2020-06-23 17,8642.376,29.4,3,50,0,0,0,0
1,2020-06-23 18,8605.44,28.4,2.8,51,0,0,0,0
1,2020-06-23 19,8590.536,27.3,2,51,0,0,0,0
1,2020-06-23 20,8606.088,27,0.9,51,0,0,0,0
1,2020-06-23 21,8617.752,26.8,0.4,52,0,0,0,0
1,2020-06-23 22,8617.752,26.6,1.8,54,0,0,0,0
1,2020-06-23 23,8599.608,26.3,1.5,57,0,0,0,0
1,2020-06-24 00,8595.072,26.3,0.8,60,0,0,0,0
1,2020-06-24 01,8586.648,26.1,1.4,64,0,0,0,0
1,2020-06-24 02,8566.56,26.1,1.2,66,0,0,0,0
1,2020-06-24 03,8556.192,26.1,1.5,67,0,0,0,0
1,2020-06-24 04,8556.84,26.2,1.5,63,0,0,0,0
1,2020-06-24 05,8517.312,26.2,1.8,62,0,0,0,0
1,2020-06-24 06,8511.48,25.7,2.5,60,0,0,0,0
1,2020-06-24 07,8523.144,25.9,3.9,56,0,0,0,0
1,2020-06-24 08,8547.768,25.1,2.9,62,0.1,0,0,0
1,2020-06-24 09,8593.128,24.4,3.1,66,0.2,0,0,0
1,2020-06-24 10,8608.68,23.9,4.5,67,0.2,0,0,0
1,2020-06-24 11,8589.24,21.3,2.9,84,6.6,0,0,0
1,2020-06-24 12,8565.912,20.4,4,90,7.8,0,0,0
1,2020-06-24 13,8597.664,19.9,4,92,6.2,0,0,0
1,2020-06-24 14,8597.016,20,2.4,94,1.5,0,0,0
1,2020-06-24 15,8587.296,20.3,3.2,95,0.7,0,0,0
1,2020-06-24 16,8602.848,20.7,3.3,94,0.3,0,0,0
1,2020-06-24 17,8584.056,20.6,2.2,95,1.9,0,0,0
1,2020-06-24 18,8580.816,20.5,2.5,96,3.3,0,0,0
1,2020-06-24 19,8586,20.4,3,97,1.5,0,0,0
1,2020-06-24 20,8573.688,20.4,3,97,1.2,0,0,0
1,2020-06-24 21,8586.648,20.4,3,97,1.7,0,0,0
1,2020-06-24 22,8591.832,20.5,2.5,97,1.6,0,0,0
1,2020-06-24 23,8565.912,20.5,2,97,1.7,0,0,0
1,2020-06-25 00,8552.952,20.6,2,97,1.1,0,0,0
1,2020-06-25 01,8544.528,20.6,2.1,98,2,0,0,0
1,2020-06-25 02,8509.536,20.7,1.4,97,3.1,0,0,0
1,2020-06-25 03,8505,20.7,1,97,2.7,0,0,0
1,2020-06-25 04,8497.872,20.8,1,97,2,0,0,0
1,2020-06-25 05,8470.008,20.9,1.3,97,0.7,0,0,0
1,2020-06-25 06,8492.04,21.1,2.5,97,0.3,0,0,0
1,2020-06-25 07,8514.72,21.1,1.1,96,0.2,0,0,0
1,2020-06-25 08,8521.2,21.5,1.1,95,0,0,0,0
1,2020-06-25 09,8567.856,21.6,2.8,93,0,0,0,0
1,2020-06-25 10,8593.776,22,3,93,0,0,0,0
1,2020-06-25 11,8578.224,21.9,2.1,93,0.5,0,0,0
1,2020-06-25 12,8584.704,22.7,2.8,89,0,0,0,0
1,2020-06-25 13,8609.976,22.1,2.3,88,0,0,0,0
1,2020-06-25 14,8632.008,22.3,2.5,85,0,0,0,0
1,2020-06-25 15,8604.792,23.1,2.9,82,0,0.1,0,0
1,2020-06-25 16,8595.72,23,2.3,80,0,0,0,0
1,2020-06-25 17,8598.96,22.5,2.8,82,0,0,0,0
1,2020-06-25 18,8559.432,22.3,2.2,83,0,0,0,0
1,2020-06-25 19,8577.576,22.2,2.3,83,0,0,0,0
1,2020-06-25 20,8576.28,21.6,2.2,87,0,0,0,0
1,2020-06-25 21,8585.352,20.9,3.5,91,0.4,0,0,0
1,2020-06-25 22,8580.816,20.5,2.1,93,0.3,0,0,0
1,2020-06-25 23,8569.152,20.2,3.8,95,0.3,0,0,0
1,2020-06-26 00,8543.232,20.1,2,96,0.8,0,0,0
1,2020-06-26 01,8530.272,19.9,3.2,96,0.3,0,0,0
1,2020-06-26 02,8515.368,19.7,2.7,96,0.6,0,0,0
1,2020-06-26 03,8515.368,19.5,3,97,0.7,0,0,0
1,2020-06-26 04,8501.76,19.2,3.1,97,0.3,0,0,0
1,2020-06-26 05,8479.08,19.2,2.8,97,0.2,0,0,0
1,2020-06-26 06,8472.6,19.3,2.8,97,0,0,0,0
1,2020-06-26 07,8493.984,19.5,3.2,96,0,0,0,0
1,2020-06-26 08,8512.776,19.5,4.1,94,0,0,0,0
1,2020-06-26 09,8574.336,19.7,3.9,94,0,0,0,0
1,2020-06-26 10,8562.672,20.4,2.6,92,0,0,0,0
1,2020-06-26 11,8568.504,21.6,2.7,87,0,0,0,0
1,2020-06-26 12,8574.336,23.1,3.1,75,0,0.2,0,0
1,2020-06-26 13,8574.984,23.8,3.7,72,0,0.3,0,0
1,2020-06-26 14,8598.312,23.9,3.1,74,0,0,0,0
1,2020-06-26 15,8598.96,25.3,4.4,67,0,0.6,0,0
1,2020-06-26 16,8598.96,25.7,3.9,64,0,0.7,0,0
1,2020-06-26 17,8577.576,24.9,3.3,69,0,0.7,0,0
1,2020-06-26 18,8551.656,24.3,3.4,71,0,0.4,0,0
1,2020-06-26 19,8560.728,23.4,3.2,75,0,0.2,0,0
1,2020-06-26 20,8580.816,22.6,3.5,76,0,0,0,0
1,2020-06-26 21,8562.672,21.9,2.2,78,0,0,0,0
1,2020-06-26 22,8577.576,21.8,2.7,78,0,0,0,0
1,2020-06-26 23,8558.784,21.6,2.3,77,0,0,0,0
1,2020-06-27 00,8550.36,21.3,1.6,78,0,0,0,0
1,2020-06-27 01,8526.384,21,1.2,79,0,0,0,0
1,2020-06-27 02,8528.328,21,1.4,78,0,0,0,0
1,2020-06-27 03,8536.752,20.9,1.4,78,0,0,0,0
1,2020-06-27 04,8517.96,20.7,1.1,80,0,0,0,0
1,2020-06-27 05,8498.52,20.5,0.6,82,0,0,0,0
1,2020-06-27 06,8475.84,20.4,0.2,81,0,0,0,0
1,2020-06-27 07,8477.784,20.6,0.2,81,0,0,0,0
1,2020-06-27 08,8494.632,21.3,0,78,0,0,0,0
1,2020-06-27 09,8496.576,22.5,0.9,75,0,0,0,0
1,2020-06-27 10,8507.592,23.7,0.4,70,0,0,0,0
1,2020-06-27 11,8498.52,25.3,2.4,64,0,0.8,0,0
1,2020-06-27 12,8504.352,27.1,2.1,60,0,0.9,0,0
1,2020-06-27 13,8506.944,27.4,2.1,54,0,0.6,0,0
1,2020-06-27 14,8527.68,28.3,2.3,56,0,0.5,0,0
1,2020-06-27 15,8538.048,29,3.1,55,0,1,0,0
1,2020-06-27 16,8565.912,29.4,3.5,54,0,0.8,0,0
1,2020-06-27 17,8537.4,28.5,3.6,54,0,1,0,0
1,2020-06-27 18,8519.256,26.7,5.3,61,0,1,0,0
1,2020-06-27 19,8518.608,25.3,3.7,65,0,0.8,0,0
1,2020-06-27 20,8532.864,24,2.9,67,0,0,0,0
1,2020-06-27 21,8530.272,23.5,1.9,71,0,0,0,0
1,2020-06-27 22,8534.808,23.2,2.1,77,0,0,0,0
1,2020-06-27 23,8523.144,23,2.4,77,0,0,0,0
1,2020-06-28 00,8524.44,22.5,1.6,82,0,0,0,0
1,2020-06-28 01,8526.384,22.2,1.2,84,0,0,0,0
1,2020-06-28 02,8530.92,21.8,0.7,85,0,0,0,0
1,2020-06-28 03,8516.016,21.7,2,87,0,0,0,0
1,2020-06-28 04,8502.408,21.6,0.9,87,0,0,0,0
1,2020-06-28 05,8454.456,21.6,1.6,88,0,0,0,0
1,2020-06-28 06,8451.864,21.5,0.8,88,0,0,0,0
1,2020-06-28 07,8475.84,21.9,2.6,89,0,0.6,0,0
1,2020-06-28 08,8466.768,22.8,2.3,83,0,0.9,0,0
1,2020-06-28 09,8482.968,24.1,2.7,76,0,1,0,0
1,2020-06-28 10,8492.688,25.1,2.7,70,0,1,0,0
1,2020-06-28 11,8491.392,26.1,3.4,64,0,0.8,0,0
1,2020-06-28 12,8512.128,27.5,3,59,0,0.9,0,0
1,2020-06-28 13,8517.312,28,3,56,0,0.9,0,0
1,2020-06-28 14,8517.96,28.6,3.4,52,0,0.9,0,0
1,2020-06-28 15,8548.416,29.9,3,51,0,1,0,0
1,2020-06-28 16,8566.56,29.6,3.4,53,0,1,0,0
1,2020-06-28 17,8588.592,29.1,3.4,58,0,1,0,0
1,2020-06-28 18,8586,28.6,2.7,60,0,1,0,0
1,2020-06-28 19,8596.368,27.6,2.7,64,0,1,0,0
1,2020-06-28 20,8560.728,26.2,2,66,0,0.4,0,0
1,2020-06-28 21,8564.616,25.1,2.6,70,0,0,0,0
1,2020-06-28 22,8553.6,24.1,2.8,69,0,0,0,0
1,2020-06-28 23,8530.272,23.6,2,71,0,0,0,0
1,2020-06-29 00,8546.472,23.2,1.5,74,0,0,0,0
1,2020-06-29 01,8518.608,22.8,1.8,78,0,0,0,0
1,2020-06-29 02,8508.888,22.1,1.8,80,0,0,0,0
1,2020-06-29 03,8503.056,21.6,1.2,83,0,0,0,0
1,2020-06-29 04,8498.52,21,2,85,0,0,0,0
1,2020-06-29 05,8455.104,20.8,1.5,86,0,0,0,0
1,2020-06-29 06,8439.552,20.9,1.8,88,0,0,0,0
1,2020-06-29 07,8492.688,22,2,87,0,0.3,0,0
1,2020-06-29 08,8508.24,23.8,2.6,81,0,0.6,0,0
1,2020-06-29 09,8583.408,25.2,1.6,72,0,0.8,0,0
1,2020-06-29 10,8628.768,25.4,2.6,67,0,0,0,0
1,2020-06-29 11,8635.896,26.5,2.4,65,0,0,0,0
1,2020-06-29 12,8661.816,26.5,2.9,67,0,0,0,0
1,2020-06-29 13,8639.136,26.3,3,68,0,0,0,0
1,2020-06-29 14,8643.024,26.2,2.7,68,0,0,0,0
1,2020-06-29 15,8668.944,25.9,3.1,69,0,0,0,0
1,2020-06-29 16,8659.224,26.2,1.8,70,0,0,0,0
1,2020-06-29 17,8630.712,26.2,2.4,67,0,0,0,0
1,2020-06-29 18,8615.808,26.1,3.7,65,0,0,0,0
1,2020-06-29 19,8597.016,25.8,2.7,66,0,0,0,0
1,2020-06-29 20,8565.264,25,3.1,72,0,0,0,0
1,2020-06-29 21,8577.576,23.6,3.4,80,0.5,0,0,0
1,2020-06-29 22,8558.136,22.8,2.7,85,0.8,0,0,0
1,2020-06-29 23,8527.68,21.6,5.2,89,5,0,0,0
1,2020-06-30 00,8522.496,20.6,4,92,5.6,0,0,0
1,2020-06-30 01,8483.616,19.6,5.1,93,13.3,0,0,0
1,2020-06-30 02,8471.952,19.2,6.5,94,10.8,0,0,0
1,2020-06-30 03,8437.608,19.2,6.1,92,2.3,0,0,0
1,2020-06-30 04,8424.648,18.8,3.9,94,12.4,0,0,0
1,2020-06-30 05,8413.632,18.5,4,95,11,0,0,0
1,2020-06-30 06,8412.984,18.5,2.7,96,10.6,0,0,0
1,2020-06-30 07,8418.816,18.7,2.2,95,1.4,0,0,0
1,2020-06-30 08,8447.328,19,3.7,95,1.3,0,0,0
1,2020-06-30 09,8497.224,19.4,1.5,95,0.8,0,0,0
1,2020-06-30 10,8510.184,19.9,2.5,92,0.1,0,0,0
1,2020-06-30 11,8512.776,20.6,3.3,83,0,0,0,0
1,2020-06-30 12,8518.608,21.2,3.2,77,0,0,0,0
1,2020-06-30 13,8552.952,22,3.4,75,0,0,0,0
1,2020-06-30 14,8582.112,22.4,4.7,73,0,0,0,0
1,2020-06-30 15,8584.704,23.1,3.8,69,0,0,0,0
1,2020-06-30 16,8554.896,22.7,5.3,66,0,0,0,0
1,2020-06-30 17,8569.152,22.5,5.8,64,0,0,0,0
1,2020-06-30 18,8543.232,21.7,5.6,66,0,0,0,0
1,2020-06-30 19,8538.696,20.6,5,72,0,0,0,0
1,2020-06-30 20,8530.272,20,3.8,78,0,0,0,0
1,2020-06-30 21,8528.328,18.9,2.5,84,0.5,0,0,0
1,2020-06-30 22,8528.328,18.6,3.3,88,0.2,0,0,0
1,2020-06-30 23,8513.424,18.7,3.3,87,0,0,0,0
1,2020-07-01 00,8514.72,18.8,3.7,85,0,0,0,0
1,2020-07-01 01,8485.56,18.8,3,87,0,0,0,0
1,2020-07-01 02,8458.344,18.7,3,87,0,0,0,0
1,2020-07-01 03,8440.2,18.4,2.3,86,0,0,0,0
1,2020-07-01 04,8431.128,18.2,1.2,86,0,0,0,0
1,2020-07-01 05,8415.576,18.2,1.5,85,0,0,0,0
1,2020-07-01 06,8420.76,18.3,3.1,89,0,0,0,0
1,2020-07-01 07,8446.68,18.5,1.4,88,0,0,0,0
1,2020-07-01 08,8455.104,19.1,1,84,0,0,0,0
1,2020-07-01 09,8514.072,19.6,1.4,84,0,0,0,0
1,2020-07-01 10,8583.408,21.2,2.5,79,0,0,0,0
1,2020-07-01 11,8569.8,21.6,2.1,76,0,0,0,0
1,2020-07-01 12,8547.768,21.7,2,75,0,0,0,0
1,2020-07-01 13,8555.544,21.9,2.2,73,0,0,0,0
1,2020-07-01 14,8580.816,22.5,1.5,72,0,0,0,0
1,2020-07-01 15,8581.464,23.4,0.9,69,0,0,0,0
1,2020-07-01 16,8568.504,23.9,2.2,69,0,0,0,0
1,2020-07-01 17,8580.168,24.3,1.6,68,0,0,0,0
1,2020-07-01 18,8613.864,24.1,1.6,70,0,0.2,0,0
1,2020-07-01 19,8613.864,23.7,2.5,71,0,0,0,0
1,2020-07-01 20,8580.816,23,3,75,0,0,0,0
1,2020-07-01 21,8570.448,22.3,2,78,0,0,0,0
1,2020-07-01 22,8563.32,21.8,2.3,80,0,0,0,0
1,2020-07-01 23,8553.6,21.3,0.6,82,0,0,0,0
1,2020-07-02 00,8530.92,21,1.1,83,0,0,0,0
1,2020-07-02 01,8493.336,20.5,0.5,85,0,0,0,0
1,2020-07-02 02,8462.232,20.5,1.5,87,0,0,0,0
1,2020-07-02 03,8466.768,20.5,2,88,0,0,0,0
1,2020-07-02 04,8446.032,20.6,2.6,87,0,0,0,0
1,2020-07-02 05,8430.48,20.6,1.8,86,0,0,0,0
1,2020-07-02 06,8454.456,20.8,1.5,85,0,0,0,0
1,2020-07-02 07,8448.624,20.9,2.8,84,0,0,0,0
1,2020-07-02 08,8489.448,21.3,2.2,83,0,0,0,0
1,2020-07-02 09,8552.952,22.1,2.2,82,0,0,0,0
1,2020-07-02 10,8573.688,22.6,2.2,78,0,0,0,0
1,2020-07-02 11,8580.168,23.9,1.7,75,0,0,0,0
1,2020-07-02 12,8536.752,25.3,1.8,68,0,0.3,0,0
1,2020-07-02 13,8541.936,27,1.8,64,0,0.9,0,0
1,2020-07-02 14,8582.112,28.3,2.1,60,0,0.8,0,0
1,2020-07-02 15,8576.928,28.6,2.4,58,0,0.8,0,0
1,2020-07-02 16,8584.704,29.3,2.2,54,0,0.7,0,0
1,2020-07-02 17,8562.672,29.7,2.3,53,0,1,0,0
1,2020-07-02 18,8561.376,28.3,3.2,60,0,0.5,0,0
1,2020-07-02 19,8579.52,27.1,2.6,64,0,0.4,0,0
1,2020-07-02 20,8578.224,25.9,2.6,68,0,0,0,0
1,2020-07-02 21,8576.28,24.6,2.4,73,0,0,0,0
1,2020-07-02 22,8551.656,23.9,1.8,78,0,0,0,0
1,2020-07-02 23,8539.992,23.4,1.2,81,0,0,0,0
1,2020-07-03 00,8523.144,23.1,1.2,82,0,0,0,0
1,2020-07-03 01,8513.424,22.9,0.6,82,0,0,0,0
1,2020-07-03 02,8479.728,22.5,0.4,84,0,0,0,0
1,2020-07-03 03,8470.008,22,1.4,86,0,0,0,0
1,2020-07-03 04,8463.528,21.9,1.7,86,0,0,0,0
1,2020-07-03 05,8429.184,21.8,2.1,86,0,0,0,0
1,2020-07-03 06,8429.184,21.7,1.4,86,0,0,0,0
1,2020-07-03 07,8462.232,22.5,2.1,85,0,0.6,0,0
1,2020-07-03 08,8501.112,24.1,2.4,77,0,1,0,0
1,2020-07-03 09,8530.272,25.9,1.7,69,0,1,0,0
1,2020-07-03 10,8566.56,27.5,2.8,60,0,1,0,0
1,2020-07-03 11,8594.424,28.7,2.9,56,0,1,0,0
1,2020-07-03 12,8593.776,29.5,3.9,53,0,0.8,0,0
1,2020-07-03 13,8578.224,30.1,3.4,47,0,0.9,0,0
1,2020-07-03 14,8591.184,30.4,2.9,44,0,0.7,0,0
1,2020-07-03 15,8558.784,30.3,3.4,37,0,0.9,0,0
1,2020-07-03 16,8575.632,30.1,4.3,40,0,0.9,0,0
1,2020-07-03 17,8553.6,29.1,4.8,42,0,0.8,0,0
1,2020-07-03 18,8543.232,27.6,4,43,0,0,0,0
1,2020-07-03 19,8530.92,26.6,3,46,0,0,0,0
1,2020-07-03 20,8543.232,25.6,3.3,47,0,0,0,0
1,2020-07-03 21,8548.416,25,1.8,51,0,0,0,0
1,2020-07-03 22,8543.88,24.4,2.8,56,0,0,0,0
1,2020-07-03 23,8521.2,22.5,3,75,0,0,0,0
1,2020-07-04 00,8503.056,21.6,2.8,83,0.1,0,0,0
1,2020-07-04 01,8498.52,20.8,2.2,85,0.8,0,0,0
1,2020-07-04 02,8488.8,20.7,0.8,87,0.6,0,0,0
1,2020-07-04 03,8481.672,20.6,1.4,89,0.2,0,0,0
1,2020-07-04 04,8482.968,20.5,2.1,91,0,0,0,0
1,2020-07-04 05,8454.456,20.6,0.6,90,0,0,0,0
1,2020-07-04 06,8438.256,20.4,1.4,91,0,0,0,0
1,2020-07-04 07,8457.048,20.8,1.1,91,0,0,0,0
1,2020-07-04 08,8447.328,22,2.1,79,0,0.1,0,0
1,2020-07-04 09,8464.824,23.9,2.1,64,0,1,0,0
1,2020-07-04 10,8451.216,25,1.8,50,0,1,0,0
1,2020-07-04 11,8448.624,26,2.5,47,0,1,0,0
1,2020-07-04 12,8475.84,27.2,1.6,45,0,1,0,0
1,2020-07-04 13,8477.784,28,2,43,0,1,0,0
1,2020-07-04 14,8471.304,28.7,1.9,42,0,0.9,0,0
1,2020-07-04 15,8482.968,29.1,2.5,40,0,0.9,0,0
1,2020-07-04 16,8489.448,27.8,3.7,55,0,0.4,0,0
1,2020-07-04 17,8504.352,27.2,4.2,57,0,0.5,0,0
1,2020-07-04 18,8506.296,26.8,3,56,0,0.9,0,0
1,2020-07-04 19,8525.088,25.7,2.9,56,0,0.7,0,0
1,2020-07-04 20,8505.648,24,3.3,63,0,0.1,0,0
1,2020-07-04 21,8524.44,23.3,2.5,59,0,0,0,0
1,2020-07-04 22,8521.2,22.9,1.7,64,0,0,0,0
